ClassName,Changes,TotalCommits,Insertions,Deletions
MultipleLinearRegression,7,3392,0,71
OLSMultipleLinearRegression,24,3392,0,84
SimpleRegression,16,3997,0,530
StatisticalSummary,3,4386,0,100
StatUtils,41,4437,0,306
StorelessDescriptiveStatisticsImpl,3,4434,0,210
StoreUnivariateImpl,13,4437,0,158
StoreUnivariate,12,4437,0,113
SummaryStatisticsImpl,5,4386,0,269
SummaryStatistics,3,4386,0,170
TestStatisticImpl,16,4437,0,420
TestStatistic,16,4437,0,533
AbstractDescriptiveStatistics,4,4278,0,201
AbstractStorelessUnivariateStatistic,19,4437,0,104
AbstractUnivariateStatistic,20,4437,0,118
BeanListUnivariateImpl,2,4271,0,124
DescriptiveStatisticsImpl,10,4278,0,147
DescriptiveStatistics,11,4278,0,254
UnivariateImpl,26,4437,0,180
Univariate,14,4437,0,212
FirstMoment,21,4437,0,127
FourthMoment,22,4437,0,115
GeometricMean,23,4437,0,120
Kurtosis,29,4437,0,218
Mean,23,4437,0,140
SecondMoment,21,4437,0,105
Skewness,27,4437,0,204
StandardDeviation,25,4437,0,138
ThirdMoment,21,4437,0,116
Variance,29,4437,0,187
Max,23,4437,0,109
Median,17,4437,0,69
Min,24,4437,0,109
Percentile,25,4437,0,174
StatisticalSummary,5,4278,0,62
StatisticalSummaryValues,6,4222,0,114
StorelessUnivariateStatistic,20,4437,0,90
Product,23,4437,0,121
SummaryStatisticsImpl,7,4278,0,226
SummaryStatistics,12,4278,0,132
Sum,26,4437,0,115
SumOfLogs,23,4437,0,125
SumOfSquares,23,4437,0,121
UnivariateStatistic,16,4437,0,84
StoreUnivariateImpl,8,4622,0,279
StoreUnivariate,4,4622,0,118
TestStatisticImpl,5,4618,0,97
TestStatistic,4,4618,0,88
FastCosineTransformer,11,3791,0,260
FastFourierTransformer,19,3791,0,551
FastHadamardTransformer,7,3176,0,171
FastSineTransformer,10,3791,0,251
RealTransformer,4,3174,0,69
UnivariateFunction,2,4589,0,66
UnivariateImpl,10,4622,0,216
Univariate,9,4627,0,259
UnivariateRealFunction,2,4534,0,108
UnivariateRealSolverFactory,2,4534,0,133
UnivariateRealSolverImpl,2,4534,0,236
UnivariateRealSolver,2,4534,0,207
BeanTransformer,11,4437,0,125
BigRealField,4,2985,0,66
BigReal,5,2985,0,213
CompositeFormat,4,3329,0,218
ContinuedFraction,24,4437,0,219
ContractableDoubleArray,15,4437,0,329
DefaultTransformer,27,4437,0,81
DoubleArray,16,4437,0,125
ExpandableDoubleArray,16,4437,0,431
FixedDoubleArray,17,4437,0,347
MathUtils,67,4437,0,367
NumberTransformer,16,4437,0,73
OpenIntToDoubleHashMap,13,3209,0,555
OpenIntToFieldHashMap,6,2964,0,611
ResizableDoubleArray,22,4159,0,689
TransformerMap,25,4437,0,188
ValueServer,3,4602,0,316
BivariateFunction,1,993,0,0
DifferentiableMultivariateFunction,3,993,2,0
DifferentiableMultivariateVectorFunction,3,993,2,1
DifferentiableUnivariateFunction,2,993,2,0
DifferentiableUnivariateMatrixFunction,2,993,1,0
DifferentiableUnivariateVectorFunction,2,993,1,0
DerivativeStructure,29,577,633,122
DSCompiler,21,577,637,101
FiniteDifferencesDifferentiator,6,422,117,39
GradientFunction,2,453,1,2
JacobianFunction,2,452,1,2
MultivariateDifferentiableFunction,2,463,4,10
MultivariateDifferentiableVectorFunction,2,463,5,3
package-info,6,577,15,8
UnivariateDiferentiableMatrixFunction,2,463,0,37
UnivariateDifferentiableFunction,4,464,6,2
UnivariateDifferentiable,2,530,0,40
UnivariateDifferentiableMatrixFunction,2,455,5,1
UnivariateDifferentiableVectorFunction,2,463,5,1
UnivariateDifferential,2,577,0,61
UnivariateDifferentiator,4,577,0,34
UnivariateFunctionDifferentiator,1,424,0,0
UnivariateMatrixFunctionDifferentiator,1,424,0,0
UnivariateVectorFunctionDifferentiator,1,424,0,0
Abs,2,993,1,1
Acosh,4,993,18,9
Acos,4,993,18,9
Add,2,993,1,1
Asinh,4,993,18,9
Asin,4,993,18,9
Atan2,2,993,1,1
Atanh,4,993,18,9
Atan,4,993,18,9
Cbrt,4,993,18,9
Ceil,2,993,1,1
Constant,6,993,16,3
Cosh,6,993,16,3
Cos,4,993,18,9
Divide,2,993,1,1
Exp,4,993,18,9
Expm1,4,993,18,9
Floor,2,993,1,1
